DateTime,AddedIPs,RemovedIPs
1598583847,43,47
1598670732,47,91
1598755205,44,0
1598843765,46,90
1598928725,43,0
1599017527,46,89
1599102725,46,0
1599187449,47,44
1599276488,46,95
1599360966,48,0
1599450009,49,97
1599534491,49,0
1599623290,46,95
1599708007,45,0
1599792488,48,44
1599881049,47,96
1599966016,47,0
1600055050,47,94
1600140008,49,0
1600224967,44,46
1600313528,45,92
1600398491,45,0
1600487286,45,90
1600572255,48,0
1600656977,45,43
1600746248,39,89
1600830965,47,0
1600919289,40,87
1601004487,42,0
1601089211,40,39
1601178487,42,85
1601307131,46,46
1601349854,45,0
1601434806,42,41
1601524571,41,87
1601609285,43,0
1601694253,39,39
1601782809,36,79
1601867289,45,0
1601956090,40,85
1602040566,49,0
1602129127,39,88
1602213851,44,0
1602302417,40,84
1602386885,47,0
1602473766,41,88
1602558492,45,0
1602646808,41,86
1602732106,45,0
1602820329,45,90
1602905051,48,0
1602993607,40,88
1603078084,46,0
1603166647,45,91
1603251370,45,0
1603336090,46,45
1603424647,39,85
1603509848,46,0
1603598165,46,92
1603682886,47,0
1603771451,42,89
1603855925,45,0
1603944485,46,91
1604028966,46,0
1604113687,41,44
1604202006,44,87
1604286487,45,0
1604376725,42,87
1604461211,50,0
1604545686,45,46
1604634006,47,96
1604722327,47,47
1604806807,45,0
1604891525,44,42
1604979847,45,93
1605066248,47,46
1605150726,46,0
1605239048,43,89
1605323765,46,0
1605412084,45,91
1605498486,44,44
1605583446,47,0
1605671765,42,89
1605756249,47,0
1605844810,43,90
1605929285,42,0
1606017615,35,77
1606102324,38,0
1606190886,32,70
1606275606,33,0
1606363937,35,68
1606448405,47,0
1606536728,45,93
1606621208,46,0
1606705926,47,45
1606794252,46,94
1606879206,48,0
1606967525,50,97
1607052003,47,0
1607140565,50,97
1607225050,49,0
1607313365,47,96
1607397848,50,0
1607486164,45,95
1607571131,47,0
1607659447,49,96
1607743685,50,0
1607832486,47,97
1607917209,46,0
1608006005,45,91
1608090725,47,0
1608175450,42,45
1608263767,45,89
1608348967,49,0
1608437288,42,91
1608522253,48,0
1608610566,40,88
1608695288,41,0
1608783606,35,76
1608868087,41,0
1608952806,41,41
1609041130,39,80
1609129450,48,48
1609214416,45,0
1609299128,41,44
1609387929,38,80
1609472886,41,0
1609480567,0,41
1609561206,47,0
1609645928,36,47
1609734494,39,75
1609819227,38,0
1609903929,30,38
1609992486,30,60
1610077449,35,0
1610166007,33,68
1610250729,34,0
1610339290,33,67
1610423767,35,0
1610512090,33,68
1610596568,36,0
1610681528,34,33
1610769848,27,64
1610854571,28,0
1610943126,33,62
1611027852,34,0
1611116405,30,63
1611201127,36,0
1611289692,29,66
1611374654,32,0
1611459610,34,31
1611548406,32,66
1611633125,32,0
1611721689,33,65
1611806165,34,0
1611893047,30,64
1611978007,34,0
1612067290,28,62
1612152016,30,0
1612240328,33,63
1612325292,34,0
1612410008,34,32
1612498326,28,64
1612583526,34,0
1612672327,32,66
1612756884,35,0
1612842261,34,33
1612931292,31,67
1613016019,37,0
1613104325,32,69
1613189288,34,0
1613274011,34,33
1613362328,31,67
1613447385,50,0
1613536333,45,94
1613621767,48,0
1613706725,44,46
1613795049,41,87
1613880017,43,0
1613964969,45,41
1614054067,40,87
1614138966,45,0
1614227526,40,85
1614312248,46,0
1614397206,41,44
1614485766,39,82
1614570252,43,0
1614658806,40,83
1614743766,47,0
1614832567,43,91
1614917053,49,0
1615001766,40,44
1615091324,38,82
1615177497,39,0
1615262648,38,35
1615347367,48,41
1615436649,37,86
1615521368,43,0
1615609449,47,90
1615696324,47,47
1615780818,42,0
1615869126,39,81
1615953848,41,0
1616042408,42,83
1616127126,42,0
1616211849,41,41
1616300405,41,83
1616385127,44,0
1616473690,38,83
1616558647,40,0
1616647450,40,79
1616732164,42,0
1617360117,47,89
1618026727,87,42
1618374725,38,83
1618547290,46,46
1618632247,43,0
1618720092,34,77
1618805048,40,0
1618894328,40,80
1618979532,45,0
1619064966,38,42
1619153767,36,77
1619238968,34,0
1619324408,32,32
1619409367,37,31
1619496247,35,75
1619585527,40,40
1619670726,38,0
1619755449,34,33
1619844249,37,76
1619929211,36,0
1620017527,31,67
1620102972,40,0
1620188409,34,31
1620273621,38,41
1620361927,33,73
1620446884,38,0
1620536170,35,73
1620621367,47,0
1620705846,28,42
1620795618,38,71
1620881047,39,0
1620966249,31,39
1621051688,38,28
1621140486,34,75
1621225206,41,0
1621314023,39,80
1621398726,41,0
1621484896,24,27
1621570091,36,34
1621656486,37,38
1621743162,36,75
1621831685,43,43
1621917371,45,0
1622004730,41,86
