DateTime,AddedIPs,RemovedIPs
1642594327,514,0
1642595043,211,72
1642595763,25,118
1642596247,32,20
1642596484,34,19
1642596843,12,0
1642598187,35,20
1642598642,76,91
1642599365,29,142
1642600088,35,22
1642600442,80,0
1642601163,33,92
1642602028,37,37
1642602607,93,99
1642603929,93,48
1642605482,0,15275
1642605846,41,22
1642607283,15787,0
1642607787,32,22
1642609083,97,81
1642609685,31,23
1642610884,96,148
1642611605,30,15
1642612323,75,81
1642613043,37,0
1642613547,15,20
1642614482,86,11798
1642615447,21,275
1642615624,11706,62
1642617611,156,153
1642618085,46,23
1642619766,28,20
1642620242,0,15236
1642620605,15200,0
1642621707,20,21
1642621743,68,22
1642623607,21,20
1642624204,138,221
1642624925,46,33
1642625767,18,33
1642626013,72,89
1642627143,57,0
1642627926,24,19
1642628163,72,111
1642629243,71,0
1642630088,15,22
1642632272,275,238
1642633323,119,66
1642634167,19,20
1642635365,161,126
1642636326,14,25
1642636504,76,0
1642637524,66,105
1642638488,487,0
1642639382,83,124
1642640523,75,52
1642641607,95,23
1642642207,38,99
1642642565,18,20
1642643767,21,30
1642644363,389,338
1642645926,142,111
1642646883,57,23
1642647869,32,10
1642647962,49,67
1642648682,43,0
1642649769,11,18
1642650483,138,104
1642651923,17,19
1642653006,136,194
1642653868,18,21
1642654443,102,49
1642655763,21,14
1642655883,83,86
1642656963,65,11365
1642657705,21,19
1642658043,11351,0
1642659608,60,98
1642660563,119,126
1642661770,97,28
1642663932,144,112
1642664524,0,15583
1642665243,15661,0
1642666086,25,34
1642666323,76,94
1642667043,32,0
1642668030,48,130
1642668126,43,29
1642669929,10,18
1642670283,132,56
1642671005,88,116
1642672112,25,26
1642673163,138,120
1642674006,65,11
1642674606,114,116
1642675926,23,14
1642676764,128,104
1642677870,15,987
1642678206,64,120
1642679765,97,72
1642681083,82,93
1642681707,482,0
1642681805,42,93
1642683611,21,5
1642683963,126,192
1642684683,37,0
1642685525,34,14
1642686124,93,120
1642687469,24,19
1642687563,75,72
1642689371,93,105
1642690083,57,31
1642691548,24,519
1642691882,82,51
1642692243,21,0
1642693449,62,116
1642694043,54,1
1642694764,36,71
1642695606,528,23
1642696924,110,138
1642697767,28,23
1642699711,158,88
1642700163,69,131
1642700523,38,0
1642701624,41,18
1642702322,102,91
1642703043,33,0
1642703769,280,11
1642705953,152,205
1642706642,50,0
1642707870,17,17
1642708444,90,127
1642709163,33,106
1642709766,20,15
1642709884,35,0
1642710244,24,0
1642711325,57,148
1642711926,279,29
1642712043,43,1
1642712763,39,88
1642713848,23,20
1642714207,90,91
1642714924,30,21
1642715787,20,28
1642716123,68,107
1642716723,34,0
1642717933,69,148
1642718524,34,40
1642720089,276,33
1642720324,107,80
1642721044,29,0
1642722273,87,197
1642722843,25,0
1642724169,465,344
1642725006,42,91
1642726109,12,5
1642726443,61,40
1642727163,28,82
1642728005,10,5
1642728605,54,99
1642729322,33,17
